#Wave,#Intensity
1542.503906,7655.624512
1540.876953,7673.121094
1539.25,7526.136719
1537.621094,7615.594238
1535.994141,7590.518066
1534.365234,7519.956543
1532.736328,7459.694824
1531.107422,7468.405762
1529.476562,7487.379395
1527.847656,7721.901367
1526.216797,7512.107422
1524.585938,7624.867188
1522.955078,7472.333008
1521.324219,7448.794922
1519.693359,7614.22998
1518.060547,7504.263672
1516.429688,7381.164551
1514.796875,7502.591309
1513.164062,7495.168945
1511.529297,7490.675781
1509.896484,7553.481934
1508.261719,7341.274414
1506.628906,7347.05127
1504.994141,7551.669434
1503.359375,7548.628418
1501.722656,7598.201172
1500.087891,7422.73291
1498.451172,7495.68457
1496.814453,7545.236328
1495.177734,7561.180664
1493.541016,7562.518555
1491.904297,7600.34668
1490.265625,7519.952148
1488.628906,7585.494141
1486.990234,7626.209473
1485.351562,7615.862793
1483.710938,7637.598145
1482.072266,7500.42334
1480.431641,7743.713867
1478.792969,7619.687988
1477.152344,7679.281738
1475.511719,7703.89209
1473.869141,7616.358398
1472.228516,7687.562012
1470.585938,7742.723145
1468.945312,7681.431152
1467.302734,7749.665039
1465.658203,7752.405762
1464.015625,7638.788086
1462.373047,7801.506348
1460.728516,7631.225586
1459.083984,7617.998047
1457.439453,7755.911621
1455.794922,7776.080078
1454.148438,7664.050293
1452.503906,7830.913086
1450.857422,7867.023438
1449.210938,7750.688477
1447.564453,7712.77832
1445.917969,7953.494629
1444.269531,7831.410156
1442.623047,7889.237793
1440.974609,7806.372559
1439.326172,7852.581055
1437.677734,7879.925293
1436.027344,7915.953125
1434.378906,7891.108398
1432.728516,7932.912598
1431.078125,7860.277832
1429.427734,7903.517578
1427.777344,8074.141602
1426.126953,7916.12207
1424.474609,8014.312988
1422.822266,7935.947754
1421.169922,8112.206055
1419.517578,7994.803223
1417.865234,8003.246094
1416.210938,8092.639648
1414.558594,7981.095215
1412.904297,8119.585938
1411.25,8193.004883
1409.595703,8146.507324
1407.939453,8048.040039
1406.285156,8132.977051
1404.628906,8069.197266
1402.972656,8048.739746
1401.316406,7973.459961
1399.660156,8042.471191
1398.003906,7947.031738
1396.345703,8118.399414
1394.6875,7969.640625
1393.029297,7858.419434
1391.371094,8121.925781
1389.712891,7997.751465
1388.052734,8014.79541
1386.394531,8151.366211
1384.734375,8090.616699
1383.074219,7939.199707
1381.412109,8012.371094
1379.751953,8042.342285
1378.091797,7996.05127
1376.429688,8099.368652
1374.767578,8027.199219
1373.105469,8015.445312
1371.441406,7940.44873
1369.779297,7991.951172
1368.115234,7934.231934
1366.453125,7826.257324
1364.789062,7907.911133
1363.123047,8011.068848
1361.458984,7907.45166
1359.792969,7854.114258
1358.128906,7906.990723
1356.462891,7912.499023
1354.796875,7866.364746
1353.128906,7705.52002
1351.462891,7863.050293
1349.794922,7771.081543
1348.128906,7905.599121
1346.460938,7803.629395
1344.791016,7721.758301
1343.123047,7800.339355
1341.455078,7742.84668
1339.785156,7692.536621
1338.115234,7738.150879
1336.445312,7607.720215
1334.775391,7618.992676
1333.103516,7661.731445
1331.433594,7595.756348
1329.761719,7661.358887
1328.089844,7582.544922
1326.417969,7532.349609
1324.744141,7612.212402
1323.072266,7482.024414
1321.398438,7506.15625
1319.724609,7497.431641
1318.050781,7548.677246
1316.376953,7479.992188
1314.703125,7539.781738
1313.027344,7439.735352
1311.351562,7485.241699
1309.675781,7388.100586
1308,7350.891113
1306.324219,7362.169434
1304.646484,7344.935547
1302.970703,7505.842285
1301.292969,7303.364258
1299.615234,7294.69873
1297.9375,7254.705078
1296.257812,7228.966309
1294.580078,7267.298828
1292.900391,7314.153809
1291.220703,7222.961426
1289.541016,7190.135742
1287.859375,7163.013672
1286.179688,7181.408203
1284.498047,7118.753906
1282.816406,7165.578613
1281.134766,7141.324707
1279.453125,7100.030273
1277.771484,7088.584961
1276.087891,7021.753418
1274.404297,7094.105957
1272.720703,7071.310547
1271.037109,7048.523926
1269.353516,6932.089355
1267.667969,7038.447754
1265.984375,7156.108398
1264.298828,6919.180176
1262.613281,6943.237305
1260.927734,7029.655762
1259.240234,6944.549805
1257.554688,6962.916992
1255.867188,6943.025879
1254.179688,6911.8125
1252.492188,6930.17334
1250.802734,6952.773438
1249.115234,6894.682617
1247.425781,6904.543457
1245.736328,6942.696777
1244.046875,6791.283203
1242.357422,6823.786621
1240.667969,6772.852051
1238.976562,6854.822754
1237.285156,6864.676758
1235.59375,6871.700195
