//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5444.30000002328
PositionY = 9598.50000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa 760--Spectrum--048--Spec.Data 1
 1.36098E+03	 1.36654E+03
 1.36348E+03	 1.36710E+03
 1.36599E+03	 1.36782E+03
 1.36849E+03	 1.36490E+03
 1.37100E+03	 1.36634E+03
 1.37350E+03	 1.36582E+03
 1.37600E+03	 1.36562E+03
 1.37850E+03	 1.36644E+03
 1.38100E+03	 1.36798E+03
 1.38350E+03	 1.36670E+03
 1.38600E+03	 1.36576E+03
 1.38850E+03	 1.36632E+03
 1.39100E+03	 1.36616E+03
 1.39350E+03	 1.36610E+03
 1.39599E+03	 1.36536E+03
 1.39849E+03	 1.36686E+03
 1.40098E+03	 1.36576E+03
 1.40348E+03	 1.36680E+03
 1.40597E+03	 1.36546E+03
 1.40846E+03	 1.36568E+03
 1.41095E+03	 1.36402E+03
 1.41344E+03	 1.36624E+03
 1.41593E+03	 1.36550E+03
 1.41842E+03	 1.36500E+03
 1.42091E+03	 1.36658E+03
 1.42340E+03	 1.36526E+03
 1.42588E+03	 1.36738E+03
 1.42837E+03	 1.36506E+03
 1.43086E+03	 1.36636E+03
 1.43334E+03	 1.36576E+03
 1.43582E+03	 1.36560E+03
 1.43831E+03	 1.36598E+03
 1.44079E+03	 1.36630E+03
 1.44327E+03	 1.36416E+03
 1.44575E+03	 1.36516E+03
 1.44823E+03	 1.36580E+03
 1.45071E+03	 1.36392E+03
 1.45319E+03	 1.36570E+03
 1.45566E+03	 1.36346E+03
 1.45814E+03	 1.36674E+03
 1.46062E+03	 1.36476E+03
 1.46309E+03	 1.36442E+03
 1.46557E+03	 1.36564E+03
 1.46804E+03	 1.36578E+03
 1.47051E+03	 1.36420E+03
 1.47298E+03	 1.36514E+03
 1.47546E+03	 1.36482E+03
 1.47793E+03	 1.36434E+03
 1.48040E+03	 1.36404E+03
 1.48286E+03	 1.36432E+03
 1.48533E+03	 1.36354E+03
 1.48780E+03	 1.36412E+03
 1.49027E+03	 1.36394E+03
 1.49273E+03	 1.36520E+03
 1.49520E+03	 1.36532E+03
 1.49766E+03	 1.36574E+03
 1.50013E+03	 1.36434E+03
 1.50259E+03	 1.36352E+03
 1.50505E+03	 1.36418E+03
 1.50751E+03	 1.36440E+03
 1.50997E+03	 1.36420E+03
 1.51243E+03	 1.36378E+03
 1.51489E+03	 1.36548E+03
 1.51735E+03	 1.36514E+03
 1.51981E+03	 1.36286E+03
 1.52226E+03	 1.36440E+03
 1.52472E+03	 1.36526E+03
