//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa RT After  No Glass--Spectrum--058--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 4897.70000002328
PositionY = 9097.90000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa RT After  No Glass--Spectrum--058--Spec.Data 1
 3.44055E+03	 1.47546E+03
 3.44246E+03	 1.47408E+03
 3.44437E+03	 1.47202E+03
 3.44627E+03	 1.47478E+03
 3.44818E+03	 1.47400E+03
 3.45008E+03	 1.47324E+03
 3.45199E+03	 1.47296E+03
 3.45389E+03	 1.47494E+03
 3.45579E+03	 1.47150E+03
 3.45770E+03	 1.47132E+03
 3.45960E+03	 1.47276E+03
 3.46150E+03	 1.47112E+03
 3.46340E+03	 1.47308E+03
 3.46530E+03	 1.47020E+03
 3.46721E+03	 1.47304E+03
 3.46911E+03	 1.47134E+03
 3.47101E+03	 1.47224E+03
 3.47290E+03	 1.47248E+03
 3.47480E+03	 1.47430E+03
 3.47670E+03	 1.46874E+03
 3.47860E+03	 1.46768E+03
 3.48050E+03	 1.47172E+03
 3.48239E+03	 1.47066E+03
 3.48429E+03	 1.47322E+03
 3.48618E+03	 1.47332E+03
 3.48808E+03	 1.46960E+03
 3.48997E+03	 1.47024E+03
 3.49187E+03	 1.47050E+03
 3.49376E+03	 1.46892E+03
 3.49565E+03	 1.47082E+03
 3.49755E+03	 1.47264E+03
 3.49944E+03	 1.46824E+03
 3.50133E+03	 1.46926E+03
 3.50322E+03	 1.46942E+03
 3.50511E+03	 1.47188E+03
 3.50700E+03	 1.46968E+03
 3.50889E+03	 1.46610E+03
 3.51078E+03	 1.46782E+03
 3.51267E+03	 1.46602E+03
 3.51456E+03	 1.46992E+03
 3.51645E+03	 1.46704E+03
 3.51833E+03	 1.46712E+03
 3.52022E+03	 1.46896E+03
 3.52211E+03	 1.46756E+03
 3.52399E+03	 1.46970E+03
 3.52588E+03	 1.46788E+03
 3.52776E+03	 1.46844E+03
 3.52965E+03	 1.46700E+03
 3.53153E+03	 1.46808E+03
 3.53341E+03	 1.47004E+03
 3.53530E+03	 1.47062E+03
 3.53718E+03	 1.47052E+03
 3.53906E+03	 1.46716E+03
 3.54094E+03	 1.46784E+03
 3.54282E+03	 1.46598E+03
 3.54470E+03	 1.46604E+03
 3.54658E+03	 1.46622E+03
 3.54846E+03	 1.46702E+03
 3.55034E+03	 1.47048E+03
 3.55222E+03	 1.46820E+03
 3.55410E+03	 1.46762E+03
 3.55598E+03	 1.47044E+03
 3.55785E+03	 1.46882E+03
 3.55973E+03	 1.46784E+03
 3.56161E+03	 1.46586E+03
 3.56348E+03	 1.46394E+03
 3.56536E+03	 1.46544E+03
 3.56723E+03	 1.46570E+03
 3.56910E+03	 1.46894E+03
 3.57098E+03	 1.46570E+03
 3.57285E+03	 1.46416E+03
 3.57472E+03	 1.46626E+03
 3.57660E+03	 1.46676E+03
 3.57847E+03	 1.46482E+03
 3.58034E+03	 1.46458E+03
 3.58221E+03	 1.46480E+03
 3.58408E+03	 1.46556E+03
 3.58595E+03	 1.46314E+03
 3.58782E+03	 1.46704E+03
 3.58969E+03	 1.46342E+03
 3.59156E+03	 1.46656E+03
 3.59342E+03	 1.46324E+03
 3.59529E+03	 1.46336E+03
 3.59716E+03	 1.46374E+03
 3.59902E+03	 1.46412E+03
 3.60089E+03	 1.46260E+03
 3.60275E+03	 1.46384E+03
 3.60462E+03	 1.46208E+03
 3.60648E+03	 1.46032E+03
 3.60835E+03	 1.46072E+03
 3.61021E+03	 1.45926E+03
 3.61207E+03	 1.45812E+03
 3.61394E+03	 1.46044E+03
 3.61580E+03	 1.46228E+03
 3.61766E+03	 1.46224E+03
 3.61952E+03	 1.46392E+03
 3.62138E+03	 1.46076E+03
 3.62324E+03	 1.46406E+03
 3.62510E+03	 1.45896E+03
 3.62696E+03	 1.45978E+03
 3.62882E+03	 1.46062E+03
 3.63068E+03	 1.46088E+03
 3.63254E+03	 1.46240E+03
 3.63439E+03	 1.46066E+03
 3.63625E+03	 1.46062E+03
 3.63811E+03	 1.46274E+03
 3.63996E+03	 1.46034E+03
 3.64182E+03	 1.45912E+03
 3.64367E+03	 1.45926E+03
 3.64553E+03	 1.46018E+03
 3.64738E+03	 1.46014E+03
 3.64923E+03	 1.46102E+03
 3.65109E+03	 1.46080E+03
 3.65294E+03	 1.45662E+03
 3.65479E+03	 1.46026E+03
 3.65664E+03	 1.45750E+03
 3.65849E+03	 1.46176E+03
 3.66034E+03	 1.45920E+03
 3.66219E+03	 1.45666E+03
 3.66404E+03	 1.45900E+03
 3.66589E+03	 1.46020E+03
 3.66774E+03	 1.45890E+03
 3.66959E+03	 1.46242E+03
 3.67144E+03	 1.46060E+03
 3.67328E+03	 1.45844E+03
 3.67513E+03	 1.45782E+03
 3.67698E+03	 1.45920E+03
 3.67882E+03	 1.45696E+03
 3.68067E+03	 1.45468E+03
 3.68251E+03	 1.45806E+03
 3.68436E+03	 1.45766E+03
 3.68620E+03	 1.45596E+03
 3.68804E+03	 1.45594E+03
 3.68989E+03	 1.46130E+03
 3.69173E+03	 1.45408E+03
 3.69357E+03	 1.45508E+03
 3.69541E+03	 1.45392E+03
 3.69725E+03	 1.45574E+03
 3.69909E+03	 1.45898E+03
 3.70093E+03	 1.45560E+03
 3.70277E+03	 1.45918E+03
 3.70461E+03	 1.45644E+03
 3.70645E+03	 1.45556E+03
 3.70829E+03	 1.45760E+03
 3.71013E+03	 1.45336E+03
 3.71197E+03	 1.45762E+03
 3.71380E+03	 1.45482E+03
 3.71564E+03	 1.45336E+03
 3.71747E+03	 1.45426E+03
 3.71931E+03	 1.45820E+03
 3.72115E+03	 1.45692E+03
 3.72298E+03	 1.45750E+03
 3.72481E+03	 1.45602E+03
 3.72665E+03	 1.45286E+03
 3.72848E+03	 1.45538E+03
 3.73031E+03	 1.45534E+03
 3.73214E+03	 1.45226E+03
