//Exported ASCII-File
[Header]
FileName = D:\User\JN 25\JN25045\Alex Leide annealing\REFEL Ne 300 2,5dpa\REFEL Si 300 2,5dpa anneal.wip
GraphName = REFEL Si 300 2,5dpa RT No Window--Spectrum--031--Spec.Data 1
SizeX = 1
SizeY = 1
SizeGraph = 1600
PositionUnit = µm
PositionX = 5519.10000002328
PositionY = 9406.00000002328
PositionZ = 9.33
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	REFEL Si 300 2,5dpa RT No Window--Spectrum--031--Spec.Data 1
 3.41571E+03	 1.37010E+03
 3.41763E+03	 1.37014E+03
 3.41954E+03	 1.37096E+03
 3.42145E+03	 1.36952E+03
 3.42337E+03	 1.36984E+03
 3.42528E+03	 1.36936E+03
 3.42719E+03	 1.36838E+03
 3.42910E+03	 1.36824E+03
 3.43101E+03	 1.36884E+03
 3.43292E+03	 1.36776E+03
 3.43483E+03	 1.36966E+03
 3.43674E+03	 1.36884E+03
 3.43864E+03	 1.36966E+03
 3.44055E+03	 1.36868E+03
 3.44246E+03	 1.36782E+03
 3.44437E+03	 1.36790E+03
 3.44627E+03	 1.36994E+03
 3.44818E+03	 1.36622E+03
 3.45008E+03	 1.36784E+03
 3.45199E+03	 1.36836E+03
 3.45389E+03	 1.36598E+03
 3.45579E+03	 1.36808E+03
 3.45770E+03	 1.36712E+03
 3.45960E+03	 1.36806E+03
 3.46150E+03	 1.36876E+03
 3.46340E+03	 1.36658E+03
 3.46530E+03	 1.36944E+03
 3.46721E+03	 1.36744E+03
 3.46911E+03	 1.36852E+03
 3.47101E+03	 1.36860E+03
 3.47290E+03	 1.36782E+03
 3.47480E+03	 1.36484E+03
 3.47670E+03	 1.36602E+03
 3.47860E+03	 1.36750E+03
 3.48050E+03	 1.36660E+03
 3.48239E+03	 1.36816E+03
 3.48429E+03	 1.36950E+03
 3.48618E+03	 1.36688E+03
 3.48808E+03	 1.36652E+03
 3.48997E+03	 1.36652E+03
 3.49187E+03	 1.36788E+03
 3.49376E+03	 1.36702E+03
 3.49565E+03	 1.36680E+03
 3.49755E+03	 1.36656E+03
 3.49944E+03	 1.36796E+03
 3.50133E+03	 1.36598E+03
 3.50322E+03	 1.36540E+03
 3.50511E+03	 1.36712E+03
 3.50700E+03	 1.36678E+03
 3.50889E+03	 1.36672E+03
 3.51078E+03	 1.36756E+03
 3.51267E+03	 1.36722E+03
 3.51456E+03	 1.36670E+03
 3.51645E+03	 1.36628E+03
 3.51833E+03	 1.36780E+03
 3.52022E+03	 1.36436E+03
 3.52211E+03	 1.36680E+03
 3.52399E+03	 1.36536E+03
 3.52588E+03	 1.36620E+03
 3.52776E+03	 1.36684E+03
 3.52965E+03	 1.36736E+03
 3.53153E+03	 1.36566E+03
 3.53341E+03	 1.36662E+03
 3.53530E+03	 1.36572E+03
 3.53718E+03	 1.36578E+03
 3.53906E+03	 1.36546E+03
 3.54094E+03	 1.36530E+03
 3.54282E+03	 1.36758E+03
 3.54470E+03	 1.36720E+03
 3.54658E+03	 1.36620E+03
 3.54846E+03	 1.36442E+03
 3.55034E+03	 1.36768E+03
 3.55222E+03	 1.36680E+03
 3.55410E+03	 1.36592E+03
 3.55598E+03	 1.36612E+03
 3.55785E+03	 1.36542E+03
 3.55973E+03	 1.36456E+03
 3.56161E+03	 1.36586E+03
 3.56348E+03	 1.36498E+03
 3.56536E+03	 1.36506E+03
 3.56723E+03	 1.36368E+03
 3.56910E+03	 1.36400E+03
 3.57098E+03	 1.36498E+03
 3.57285E+03	 1.36614E+03
 3.57472E+03	 1.36634E+03
 3.57660E+03	 1.36572E+03
 3.57847E+03	 1.36552E+03
 3.58034E+03	 1.36492E+03
 3.58221E+03	 1.36692E+03
 3.58408E+03	 1.36700E+03
 3.58595E+03	 1.36410E+03
 3.58782E+03	 1.36344E+03
 3.58969E+03	 1.36392E+03
 3.59156E+03	 1.36624E+03
 3.59342E+03	 1.36436E+03
 3.59529E+03	 1.36484E+03
 3.59716E+03	 1.36436E+03
 3.59902E+03	 1.36458E+03
 3.60089E+03	 1.36464E+03
 3.60275E+03	 1.36422E+03
 3.60462E+03	 1.36434E+03
 3.60648E+03	 1.36466E+03
 3.60835E+03	 1.36608E+03
 3.61021E+03	 1.36478E+03
 3.61207E+03	 1.36522E+03
 3.61394E+03	 1.36506E+03
 3.61580E+03	 1.36512E+03
 3.61766E+03	 1.36474E+03
 3.61952E+03	 1.36498E+03
 3.62138E+03	 1.36204E+03
 3.62324E+03	 1.36406E+03
 3.62510E+03	 1.36422E+03
 3.62696E+03	 1.36248E+03
 3.62882E+03	 1.36602E+03
 3.63068E+03	 1.36460E+03
 3.63254E+03	 1.36478E+03
 3.63439E+03	 1.36374E+03
 3.63625E+03	 1.36430E+03
 3.63811E+03	 1.36434E+03
 3.63996E+03	 1.36382E+03
 3.64182E+03	 1.36406E+03
 3.64367E+03	 1.36442E+03
 3.64553E+03	 1.36308E+03
 3.64738E+03	 1.36518E+03
 3.64923E+03	 1.36376E+03
 3.65109E+03	 1.36472E+03
 3.65294E+03	 1.36348E+03
 3.65479E+03	 1.36552E+03
 3.65664E+03	 1.36308E+03
 3.65849E+03	 1.36328E+03
 3.66034E+03	 1.36450E+03
 3.66219E+03	 1.36372E+03
 3.66404E+03	 1.36170E+03
 3.66589E+03	 1.36184E+03
 3.66774E+03	 1.36384E+03
 3.66959E+03	 1.36430E+03
 3.67144E+03	 1.36268E+03
 3.67328E+03	 1.36370E+03
 3.67513E+03	 1.36410E+03
 3.67698E+03	 1.36294E+03
 3.67882E+03	 1.36406E+03
 3.68067E+03	 1.36360E+03
 3.68251E+03	 1.36210E+03
 3.68436E+03	 1.36308E+03
 3.68620E+03	 1.36334E+03
 3.68804E+03	 1.36294E+03
 3.68989E+03	 1.36340E+03
 3.69173E+03	 1.36302E+03
 3.69357E+03	 1.36338E+03
 3.69541E+03	 1.36262E+03
 3.69725E+03	 1.36176E+03
 3.69909E+03	 1.36210E+03
 3.70093E+03	 1.36184E+03
 3.70277E+03	 1.36378E+03
 3.70461E+03	 1.36270E+03
 3.70645E+03	 1.36458E+03
 3.70829E+03	 1.36274E+03
 3.71013E+03	 1.36266E+03
 3.71197E+03	 1.36282E+03
 3.71380E+03	 1.36216E+03
 3.71564E+03	 1.36284E+03
 3.71747E+03	 1.36226E+03
 3.71931E+03	 1.36142E+03
 3.72115E+03	 1.36186E+03
 3.72298E+03	 1.36346E+03
 3.72481E+03	 1.36288E+03
 3.72665E+03	 1.36298E+03
 3.72848E+03	 1.36214E+03
 3.73031E+03	 1.36228E+03
 3.73214E+03	 1.36350E+03
